	run	n_reads	b_ed	m_ed	change_ed	n_better	p_better	n_same	p_same	n_worse	p_worse
0	decode-12	1358	0.23676384214108104	0.26284896685489506	11.017359947331238	71	5.228276877761414	32	2.3564064801178204	1255	92.41531664212077
1	decode-18	233	0.23188171675209468	0.23163630049620168	-0.10583682893609704	40	17.167381974248926	163	69.95708154506438	30	12.875536480686694
2	decode-20	233	0.23188171675209468	0.23188935680078704	0.0032948042645927524	39	16.738197424892704	151	64.8068669527897	43	18.4549356223176
3	decode-10	939	0.23851742993211872	0.24356171914490962	2.114851402778611	224	23.85516506922258	110	11.714589989350372	605	64.43024494142705
4	decode-14	841	0.23902038709379037	0.23897014835248953	-0.021018600928430786	133	15.81450653983353	586	69.67895362663495	122	14.506539833531509
5	decode-16	845	0.239026058019938	0.23897739954717526	-0.020356974116476377	155	18.34319526627219	535	63.31360946745562	155	18.34319526627219
