read	gt_length	aln_length	n_alignments	n_mat	n_sub	n_ins	n_del	n_hdel	n_ctsub	n_cgsub	n_casub	n_gasub	n_gtsub	n_atsub
cb50b12b-dc83-4de9-b3bc-dae425cfefee	697	732	1000	495	60	35	142	42	26	2	5	15	1	11
cb563adf-8e9c-4f0e-9ab1-b9d314094115	370	378	1000	335	11	8	24	5	4	1	2	0	0	4
cb60f20c-0843-43a3-8828-30c5247afc94	107	108	720	93	2	1	12	2	2	0	0	0	0	0
d8c707d9-ff4c-41a4-b34b-84ebfa194191	668	701	1000	533	40	33	95	12	19	1	5	7	0	8
d8c9ea4d-66f8-435c-b5f7-71a552f9c69e	329	340	1000	289	9	11	31	8	5	0	1	0	0	3
d8d46849-5e94-4d9e-aaf7-a224243ee8b7	919	967	1000	700	60	48	159	23	26	0	4	14	2	14
d8d73b49-f074-416e-a997-2b31b22deac5	449	463	1000	300	44	14	105	47	19	2	9	7	0	7
d8db5424-7706-4424-bc2f-38d88f7e9eba	242	253	1000	175	17	11	50	16	8	0	1	6	0	2
d8e06c2a-475d-4824-9ac5-37aabc00677e	580	617	1000	417	54	37	109	31	29	3	1	9	3	9
d8e392bc-2a37-4e23-86fe-31d0304baa1c	334	352	1000	293	14	18	27	4	5	1	2	3	1	2
d8e9f118-ea41-41d8-a1f0-02a528f82163	747	806	1000	532	78	59	137	26	30	2	7	16	7	16
d8f01d0f-d4a6-4e01-aaea-51d69dfe3087	897	946	1000	671	85	49	141	19	30	7	14	26	4	4
d8f1a8fc-6270-461c-8c72-6a2249284adc	497	538	1000	388	45	41	64	14	25	0	7	6	1	6
d8f6fc69-b202-46db-b957-35cde5f47ac9	263	273	1000	226	9	10	28	8	4	0	1	3	0	1
d8ff24ef-ce12-4217-b177-84725aba5cab	321	333	1000	274	10	12	37	7	6	0	0	1	1	2
d905ba27-630b-44f2-8604-ae5f0e018aec	327	356	1000	262	21	29	44	11	9	1	2	2	2	5
d9092b72-885f-416e-8841-d9a88c6c3fae	255	260	1000	194	19	5	42	12	9	0	1	5	0	4
d90b033b-d511-450d-be87-b62a10b12207	385	396	1000	361	6	11	18	5	3	0	0	1	0	2
d911cbbd-c4af-414b-8257-a0221802b3e0	536	596	1000	399	67	60	70	9	23	5	7	12	5	15
d9150cbf-03af-49fa-a46d-473f37141b63	223	230	1000	192	11	7	20	6	2	1	3	4	0	1
d91939fc-244f-47ee-a72f-2bcfd1767831	765	820	1000	655	28	55	82	17	8	0	2	8	1	9
d919a4b8-b048-48c9-97a1-33cbc0bb48f4	430	449	1000	320	46	19	64	6	22	0	8	6	2	8
d91d87c4-3bcc-4b28-a9ac-589e92997cca	322	329	1000	291	3	7	28	5	0	0	0	2	0	1
d921a4f3-fef4-42e0-b127-9ba4a82ddd25	737	753	1000	505	56	16	176	41	26	8	3	11	2	6
d923119f-ca72-4397-9bf4-190960a6f05b	419	429	1000	386	6	10	27	11	2	0	0	2	2	0
d924beb0-593c-4e90-b826-f9a1ccc97a41	351	364	1000	330	6	13	15	3	3	0	1	1	0	1
d92b28be-3c54-4810-8102-d8b5793f2446	312	318	1000	242	22	6	48	9	11	1	4	1	2	3
d92e3939-2f32-40b8-b264-b7b6c144eab3	297	312	1000	228	24	15	45	11	10	1	1	6	2	4
d932e634-f305-4ab7-a7b7-3e1d1c437de8	347	357	1000	322	6	10	19	3	1	1	2	0	1	1
d9370f00-1ff5-4fd3-ae42-7937d0b6f872	337	347	1000	268	22	10	47	12	10	0	3	5	1	3
