read	gt_length	aln_length	n_alignments	n_mat	n_sub	n_ins	n_del	n_hdel	n_ctsub	n_cgsub	n_casub	n_gasub	n_gtsub	n_atsub
751690a3-ad5e-4451-adc6-2c0d9e06fd0d	437	462	1000	318	47	25	72	29	22	2	4	9	3	7
751d1ca1-a084-4615-82d1-c32f493c077a	224	233	1000	173	15	9	36	6	2	0	4	5	0	4
75307d10-1181-4373-a749-db70bf3e3426	353	364	1000	259	31	11	63	8	2	1	5	11	4	8
7534e71f-64f9-4407-a898-785f188db71c	507	527	1000	362	46	20	99	14	14	2	9	8	2	11
755e36fd-06b4-4201-a162-69676707dff2	307	318	1000	194	35	11	78	15	11	3	9	7	2	3
75635690-4060-4afe-a86a-d848cd175bf3	1239	1299	1000	886	117	60	236	56	51	3	10	21	7	25
7573c2bd-5b2d-4a20-957d-726d42ad1876	435	462	1000	328	41	27	66	3	13	0	3	16	3	6
75748e9a-6200-471d-ba9a-e4c1d1de8838	370	394	1000	280	20	24	70	16	11	1	2	3	0	3
7575c2c5-1674-4c79-b259-f1f1b518d0da	409	435	1000	282	33	26	94	15	9	3	4	9	2	6
7575e16f-afb0-4c08-99ef-7fe7eeca864c	254	258	1000	183	24	4	47	18	11	2	3	3	2	3
7579451c-1126-47ed-a47a-a3884dc17813	496	519	1000	361	43	23	92	18	9	5	4	8	4	13
7579e4a5-9d91-4549-b070-6a785d97b2a5	422	440	1000	316	46	18	60	4	20	2	9	8	2	5
7587a872-8b3c-48b0-b083-3b37f0c54a09	490	530	1000	343	55	40	92	17	14	3	5	17	3	13
75a7d090-f906-4784-854d-11751ee135e8	408	431	1000	304	42	23	62	9	16	4	4	7	2	9
75b10618-d698-4f30-aa52-7299ffb417f8	501	517	1000	340	54	16	107	27	24	6	11	5	4	4
75b3f9ae-0e05-4497-b598-aa6fb3b942f0	289	303	1000	209	12	14	68	18	4	2	0	1	2	3
75b63f29-fe12-4e6f-8ebc-cc149366c500	363	382	1000	252	47	19	64	9	16	1	3	14	6	7
75bf7cf4-b856-458a-8655-c01f2d8e7c96	595	630	1000	420	65	35	110	37	27	3	8	14	2	11
75c018a3-a7fc-4862-99ca-bd96bf8b8094	548	563	1000	392	49	15	107	28	18	2	5	9	3	12
75c327b8-804d-4c6b-ad44-cbb7bcfafc24	539	556	1000	376	55	17	108	36	22	1	6	12	0	14
75c5b580-5243-4244-93a8-51ef2e35fc58	405	425	1000	280	42	20	83	24	21	4	2	6	7	2
75c65a19-7678-408e-b5be-ec46a3bf8b08	389	420	1000	293	39	31	57	13	20	1	5	9	0	4
75c93e7c-27ab-4570-8a48-69d953d0e13a	466	489	1000	352	49	23	65	12	16	3	6	14	3	7
75d845a9-24b7-47d2-b0b6-28aebaa17b75	626	658	1000	467	51	32	108	19	20	4	6	6	3	12
75da882e-2787-4c51-9f86-8d8c35c8abc0	506	533	1000	367	52	27	87	8	19	4	8	7	1	13
75dd861b-5f55-4084-b6f5-6608b4a6f939	581	605	1000	423	41	24	117	18	16	0	6	10	1	8
75e40712-b1a8-4169-a9c3-bda23fddedd7	286	301	1000	205	32	15	49	10	17	4	2	3	3	3
75f14200-3185-4996-9a28-e950c636b8e4	631	660	1000	495	51	29	85	7	25	1	2	11	3	9
75f1add9-358c-4876-80b2-b171b6513119	401	414	1000	265	32	13	104	31	15	1	3	5	4	4
75fad635-ce5d-4af6-9410-812f50db4c57	487	510	1000	354	49	23	84	14	18	1	6	8	4	12
75fee221-2886-4def-985d-24307eb6e287	418	434	1000	264	72	16	82	37	33	1	6	12	7	13
7603b75e-c7c9-4d4f-a1f9-165ffd551964	773	796	1000	668	23	23	82	25	8	1	1	7	3	3
7609c917-dd9e-44ab-9b13-e60293d87091	432	445	1000	301	47	13	84	9	22	4	1	9	4	7
760a0329-a2fd-4dc8-aa96-ad5276db07b3	756	794	1000	543	73	38	140	55	34	1	9	13	5	11
760ec881-1ad2-4597-837a-7522fbc47ad2	1202	1239	1000	836	103	37	263	50	45	3	18	17	7	13
76239e52-d5ce-4cfd-92b9-494c96d7454f	289	301	1000	219	23	12	47	12	13	3	2	2	1	2
76245dad-6e5b-436e-8825-8dc5a769956f	800	840	1000	576	73	40	151	28	28	1	8	18	4	14
763b8ffc-ed8f-4aa6-be8d-874f552db1a1	374	395	1000	274	34	21	66	17	9	3	6	6	4	6
76498b31-fad3-4224-8897-326d740c418e	623	655	1000	452	56	32	115	26	24	5	8	11	4	4
764dfbf8-c23d-4949-a0d8-daa9e365ab8a	334	352	1000	288	12	18	34	6	5	0	4	1	0	2
7656f534-dba1-4f5b-ab1c-4a2b735c37b2	263	284	1000	164	30	21	69	7	12	4	4	5	1	4
7657d05a-b568-4a81-9619-1b9493a73ebd	543	587	1000	405	39	44	99	16	13	3	7	4	2	10
7661e103-4809-4bda-812b-9213961f8b35	357	386	1000	240	22	29	95	19	7	3	4	3	3	2
7667a280-566f-4357-9762-25ac4f39f0e5	326	360	1000	208	41	34	77	25	14	3	7	7	1	9
76686506-83f1-4c5a-8f52-8e910ec95f2b	434	458	1000	305	36	24	93	17	13	3	4	9	1	6
7668e1c7-43bf-4dbf-99aa-4e4e0548f34d	394	404	1000	306	26	10	62	8	15	2	2	5	1	1
766d8897-09c2-42e9-a1f7-104d117b04ad	375	393	1000	279	40	18	56	22	19	0	4	9	2	6
766ef32e-3d19-4cbc-b5f0-277d01433419	618	641	1000	447	74	23	97	21	29	2	7	15	6	15
767a2a86-a878-4ac1-b1c5-1e4a63393a14	500	536	1000	371	44	36	85	14	14	5	4	8	6	7
767cf32e-7d81-408b-bf1c-271767735b1f	668	682	1000	468	50	14	150	45	23	3	6	8	1	9
767d75a7-34f9-452b-82bf-56865891d5fb	930	977	1000	683	90	47	157	37	37	9	9	17	8	10
768d2079-e188-4913-8c18-d889b1309f7f	615	642	1000	448	49	27	118	20	19	3	6	8	5	8
7692cfaf-5c22-482a-8783-cbc9e39f97ae	368	382	1000	257	42	14	69	9	19	0	6	7	1	9
76973fe8-b9e9-4741-bb1f-fc3ef800b878	792	848	1000	605	98	56	89	32	41	2	11	22	11	11
7697b273-83e3-47d8-af4a-4942bf799d0d	680	721	1000	488	56	41	136	24	28	2	6	9	1	10
769ab2f1-2d8f-45f4-904b-606574da0abf	677	703	1000	508	62	26	107	17	27	3	5	16	4	7
76a0049f-3aa8-45f9-9b5d-25a5da4e4871	677	701	1000	481	55	24	141	18	12	9	7	17	5	5
76a4a786-4c17-46e3-b892-d0e9c00b5550	392	408	1000	258	39	16	95	25	18	1	4	6	3	7
76b01546-de23-4468-b697-d8e8d0f18caf	500	519	1000	371	32	19	97	11	11	2	3	4	1	11
76ba9fd2-2352-42f7-af46-978bb2e22b84	248	253	1000	174	21	5	53	8	6	0	4	3	1	7
76c86c1a-1cb5-4ac6-aae6-42344cd86ea6	406	430	1000	285	44	24	77	7	19	4	3	7	1	10
76d01829-5531-4055-8493-0166a0059a13	332	349	1000	278	13	17	41	9	7	1	0	2	1	2
76d08a80-401d-4d2c-8cd5-eddec82d6e05	473	486	1000	329	47	13	97	21	14	4	7	11	2	9
76d56249-3e79-4b9b-9b75-4902f8ea0b8b	267	277	1000	184	26	10	57	7	14	0	1	5	2	4
76d85d8a-96df-48c4-a037-8489c002dc0f	814	845	1000	494	82	31	238	53	22	4	15	16	11	14
76d8f431-22ff-4d24-ad2e-981f1a8046ff	472	489	1000	328	45	17	99	26	19	1	4	10	4	7
76db74e7-585a-4854-b3ec-cb65365618e6	400	412	1000	315	22	12	63	7	8	1	0	5	2	6
76db924f-86a1-4836-a914-4846d43d2f0a	920	965	1000	700	63	45	157	20	26	3	10	10	5	9
76e25da8-2fe7-4069-a308-b6b380895ed4	613	643	1000	481	23	30	109	23	7	3	3	5	0	5
76ff363f-0339-4dd0-9350-e5fa8674e591	358	385	1000	191	49	27	118	46	16	3	11	9	3	7
770b2b45-7dc6-4ce8-96c7-ed145da15d3a	334	359	1000	275	13	25	46	17	7	0	2	1	1	2
7711de97-d533-4eed-888b-de1412b4b905	618	646	1000	439	66	28	113	19	20	4	8	12	2	20
7722a0d4-9ef8-436b-ba4d-ebe09cf1a0be	296	303	1000	253	11	7	32	7	6	0	1	0	1	3
7735c316-ed07-4d4c-bef9-cf775e7e6637	487	499	1000	307	30	12	150	43	12	1	3	8	0	6
773cdd0d-ee83-4deb-813e-57673cb65836	530	547	1000	357	48	17	125	39	25	4	3	9	2	5
774cdfac-33db-4c85-8707-2c8a31f9db5a	389	406	1000	293	31	17	65	13	8	2	5	3	3	10
776718ae-11f4-41a7-abbc-5d6fbf4351ab	603	631	1000	408	62	28	133	35	13	4	7	16	8	14
776c6574-f849-4a6e-9102-a31236bf40c1	221	232	1000	164	20	11	37	9	9	1	2	4	3	1
776fd247-ab81-4ab1-9872-d34abcca2f8b	243	260	1000	183	22	17	38	11	8	1	2	5	2	4
77775d8b-eb90-4d56-a6a7-cbb3ca93c227	629	644	1000	440	53	15	136	21	24	3	7	10	2	7
777e278e-a6eb-4cfd-bd78-d629667a4923	610	632	1000	419	62	22	129	15	26	4	6	12	0	14
7781f42e-40f3-4769-82ae-5ca61e3dcb69	224	237	1000	164	20	13	40	10	7	0	2	6	1	4
7784dff9-0c3d-4801-b2c5-b1a2b73aa52d	809	841	1000	565	68	32	176	19	21	3	9	15	9	11
7785fd0b-fa9e-4fa4-aab9-0da18f957831	530	556	1000	374	49	26	107	13	21	6	2	9	4	7
778a91e8-b482-4e6a-9fc6-80f6905c2cbf	477	496	1000	362	44	19	71	13	25	0	7	5	2	5
779bc98b-5a9f-4cab-9a87-8936147b3ab5	236	240	1000	158	22	4	56	17	11	0	2	4	1	4
77a85ff5-066f-4dab-99ff-da88b2290fdf	528	560	1000	410	40	32	78	20	15	3	7	8	2	5
77aaae6e-ea24-44e4-a305-4ea032f8191e	478	499	1000	337	50	21	91	13	27	0	4	11	3	5
77abbd54-bb52-4fc2-98d0-7ddab3c6166e	449	484	1000	306	44	35	99	24	16	7	5	10	3	3
77ac1dce-bbdb-42fc-8a5e-43c6e16770cd	299	313	1000	208	32	14	59	25	10	1	7	9	0	5
77be8d90-6889-46da-9e44-4da4f31e6da9	870	903	1000	614	72	33	184	41	26	2	12	10	4	18
77c2d938-1598-49b1-a0e8-4576714903dc	433	453	1000	305	46	20	82	3	15	6	5	10	5	5
77cbcb64-fa74-43ef-9e92-49dbc836f6bf	427	457	1000	319	49	30	59	17	18	4	9	8	1	9
77cc3afd-f4ba-4d5b-a191-c3c015d3a121	301	328	1000	178	42	27	81	20	17	1	5	12	2	5
77d4b51a-aeff-481d-820c-d0958c25e6e6	511	541	1000	385	34	30	92	7	10	2	4	9	2	7
77deaa24-908e-432e-b8f2-9796d2247e63	845	897	1000	583	77	52	185	22	28	8	12	13	6	10
77f4427e-1c5e-4ae3-ab0f-1af39d332f35	444	456	1000	296	32	12	116	21	14	1	3	4	0	10
77f45c01-a446-413b-8ae9-6c14b785131f	1025	1071	1000	728	96	46	201	45	34	8	10	15	7	22
77f76a9b-1b82-4368-bcf2-7cd7e655525d	258	275	1000	177	29	17	52	11	9	3	3	6	0	8
78069581-be9f-4eee-8ea0-2ca29c2905f8	558	601	1000	409	57	43	92	16	23	3	8	8	5	10
7807284b-0edf-4abf-b29f-eee8e64407a1	327	353	1000	231	30	26	66	16	11	2	3	4	3	7
780c3b52-2889-453f-aba2-8d415752cdee	286	299	1000	225	16	13	45	7	4	0	0	6	1	5
780cffe4-3b92-40aa-a243-2823ad72e158	441	467	1000	321	39	26	81	9	11	2	4	14	2	6
780ebf6b-d04f-4ec9-8535-04b034fccaf6	672	697	1000	459	69	25	144	30	35	1	7	10	3	13
78177a0e-7a6e-4141-8b62-042f9234f52d	793	820	1000	574	71	27	148	25	21	4	10	13	6	17
78213f9d-4776-4a87-a1ba-bab0943d8d49	290	310	1000	212	30	20	48	4	16	3	3	4	2	2
782c91ac-94d3-4a2b-9533-a81499cc79c8	441	458	1000	315	45	17	81	6	10	6	6	9	4	10
7837cba2-67bb-422d-93a9-7a0a6153555d	402	423	1000	270	47	21	85	10	12	1	5	18	4	7
783de8c5-4e8c-4bb3-83af-76d8790004fc	522	549	1000	399	39	27	84	25	21	0	3	7	4	4
784756b3-eca2-40a8-9b69-a9627b55498f	470	489	1000	308	46	19	116	34	16	5	2	6	5	12
784781ed-a9c7-4245-8b18-f923ea03bebb	496	516	1000	332	49	20	115	35	16	2	3	5	1	22
7852c86e-ae81-4751-b309-2765d1cff6c5	547	568	1000	359	48	21	140	43	21	3	6	4	0	14
785370ca-f75d-4443-811a-4f78c02a3817	518	537	1000	362	48	19	108	23	20	3	2	11	2	10
7859c82f-c06e-48f7-b351-b1fbe4e4e850	308	323	1000	203	39	15	66	16	24	2	5	3	1	4
786d2a20-e9a1-4c69-91fa-45e5a18e8066	401	424	1000	301	35	23	65	15	14	2	5	12	0	2
78798ec1-527c-4c1b-a22b-dc1c4ef55d23	352	366	1000	235	27	14	90	39	14	0	2	3	1	7
787a7c38-ac7b-48ed-bd30-6cc986a8ec4f	471	486	1000	337	50	15	84	24	19	2	12	7	3	7
7890aab2-123e-4aab-90dc-2e48a7e0e251	281	295	1000	222	19	14	40	8	10	1	3	1	0	4
789443a3-aabd-4ad6-a900-256c511824e1	586	606	1000	374	60	20	152	34	20	2	2	16	5	15
78a082bb-76be-426f-9b0a-9c9a55d4fa13	264	276	1000	175	21	12	68	16	10	1	2	3	0	5
78a9bf4d-1f5e-4c10-b438-3b35847bfd64	382	400	1000	250	44	18	88	10	23	2	7	6	1	5
78a9f97a-ae0e-4b58-b9df-f009ba00c715	557	581	1000	394	45	24	118	20	23	0	7	4	4	7
78aa6f6d-3e03-44b6-aa13-9d16ddcdbc23	357	367	1000	239	36	10	82	17	16	1	1	9	3	6
78b17c74-aa65-4476-961f-049e9317ce2e	429	458	1000	305	36	29	88	12	11	3	5	9	3	5
78c3f060-ffd6-4249-8653-103052d9447d	312	341	1000	205	32	29	75	12	12	3	2	4	4	7
78d2c3c4-f00d-46cc-b19a-77472f28a039	535	570	1000	359	41	35	135	16	14	3	6	3	1	14
78ec1ffe-5fce-45c5-ba15-0740ef7c86dd	325	333	1000	249	28	8	48	4	10	1	2	6	0	9
78ece2a0-7f84-41ab-9436-9b3b49b9e916	393	411	1000	286	32	18	75	9	7	7	3	8	1	6
79017b30-dcb0-4776-9c38-448a91c12d44	320	332	1000	226	32	12	62	17	13	1	4	6	4	4
7903160a-6b11-4b14-9c0c-82159603a7ca	652	680	1000	451	52	28	149	36	26	6	1	10	4	5
790ed66b-102b-4b6e-895c-d1c750052947	454	481	1000	341	33	27	80	19	14	3	3	7	2	4
790ff50e-1e3b-47a1-ac36-2654c0401370	513	541	1000	367	66	28	80	8	25	5	7	15	5	9
7916ecb9-bedc-411c-ba36-879e19323e2c	844	892	1000	616	83	48	145	33	35	5	9	14	6	14
791ebeea-c6e6-419c-9f82-bc15bc88b311	1012	1055	1000	675	97	43	240	68	32	1	11	16	10	27
