read	gt_length	aln_length	n_alignments	n_mat	n_sub	n_ins	n_del	n_hdel	n_ctsub	n_cgsub	n_casub	n_gasub	n_gtsub	n_atsub
77be8d90-6889-46da-9e44-4da4f31e6da9	870	1002	1000	819	10	132	41	20	3	0	1	1	1	4
77c2d938-1598-49b1-a0e8-4576714903dc	433	459	1000	390	12	26	31	8	5	2	0	1	0	4
77cbcb64-fa74-43ef-9e92-49dbc836f6bf	427	446	1000	405	7	19	15	3	5	1	0	1	0	0
77cc3afd-f4ba-4d5b-a191-c3c015d3a121	301	471	1000	264	17	170	20	7	3	0	4	7	2	1
77d4b51a-aeff-481d-820c-d0958c25e6e6	511	539	1000	481	11	28	19	5	4	1	0	1	1	4
77deaa24-908e-432e-b8f2-9796d2247e63	845	888	1000	761	32	43	52	11	10	3	2	8	3	6
77f4427e-1c5e-4ae3-ab0f-1af39d332f35	444	483	1000	418	3	39	23	2	1	0	0	0	0	2
77f45c01-a446-413b-8ae9-6c14b785131f	1025	1105	1000	932	33	80	60	14	11	0	2	13	1	6
77f76a9b-1b82-4368-bcf2-7cd7e655525d	258	406	1000	231	11	148	16	1	1	0	5	4	1	0
78069581-be9f-4eee-8ea0-2ca29c2905f8	558	666	1000	539	5	108	14	4	2	0	0	1	0	2
7807284b-0edf-4abf-b29f-eee8e64407a1	327	342	32	315	4	15	8	1	3	0	0	0	0	1
780c3b52-2889-453f-aba2-8d415752cdee	286	370	1000	271	4	84	11	4	2	0	0	1	0	1
780cffe4-3b92-40aa-a243-2823ad72e158	441	544	1000	431	6	103	4	1	0	0	0	3	0	3
780ebf6b-d04f-4ec9-8535-04b034fccaf6	672	776	1000	632	14	104	26	12	5	1	1	4	1	2
78177a0e-7a6e-4141-8b62-042f9234f52d	793	822	1000	751	15	29	27	3	3	0	2	2	0	8
78213f9d-4776-4a87-a1ba-bab0943d8d49	290	346	1000	275	5	56	10	3	1	3	0	0	1	0
782c91ac-94d3-4a2b-9533-a81499cc79c8	441	467	1000	406	19	26	16	1	7	1	0	5	0	6
7837cba2-67bb-422d-93a9-7a0a6153555d	402	420	1000	360	13	18	29	5	1	0	1	7	1	3
